Time;Temperature;ProcessTemperature;AgentType;AgentFlow;SampleType;CatalystType;CatalystRatio;CarbonMonoxide;CarbonDioxide;Methane;Oxygen;Hydrogen;CalorificValue
10;167;1000;Air;0.05;TWTS;AI-Ni ;0;0;1.86;0;21.03;1;30.33
11;226;1000;Air;0.05;TWTS;AI-Ni ;0;0;2.03;0;19.72;1;30.33
12;290;1000;Air;0.05;TWTS;AI-Ni ;0;0;2.83;0;17.92;1;30.33
13;355;1000;Air;0.05;TWTS;AI-Ni ;0;1;5.55;0;15.68;1;60.42
14;413;1000;Air;0.05;TWTS;AI-Ni ;0;1;9.9;1;13.52;1;155.48
15;466;1000;Air;0.05;TWTS;AI-Ni ;0;2;14.82;2;11.6;1;280.63
16;510;1000;Air;0.05;TWTS;AI-Ni ;0;2;18.69;4;10.05;2;501.08
17;549;1000;Air;0.05;TWTS;AI-Ni ;0;3;21.51;7;8.11;4;877.01
18;581;1000;Air;0.05;TWTS;AI-Ni ;0;4;22.89;10;6.09;7;1283.27
19;610;1000;Air;0.05;TWTS;AI-Ni ;0;4;22.76;13;4.49;10;1659.44
20;636;1000;Air;0.05;TWTS;AI-Ni ;0;4;22.37;16;3.13;14;2065.94
21;659;1000;Air;0.05;TWTS;AI-Ni ;0;4;21.96;18;2.14;17;2347.05
22;682;1000;Air;0.05;TWTS;AI-Ni ;0;5;21.69;19;1.42;20;2563.19
23;702;1000;Air;0.05;TWTS;AI-Ni ;0;5;21.22;20;1.08;23;2749.24
24;720;1000;Air;0.05;TWTS;AI-Ni ;0;5;20.51;21;1.09;25;2904.96
25;737;1000;Air;0.05;TWTS;AI-Ni ;0;5;19.74;21;1.12;26;2935.29
26;754;1000;Air;0.05;TWTS;AI-Ni ;0;6;18.86;22;1.15;27;3090.77
27;768;1000;Air;0.05;TWTS;AI-Ni ;0;7;17.96;22;1.16;28;3151.19
28;784;1000;Air;0.05;TWTS;AI-Ni ;0;7;17.07;23;1.18;29;3276.58
29;797;1000;Air;0.05;TWTS;AI-Ni ;0;8;16.15;23;1.21;30;3337
30;810;1000;Air;0.05;TWTS;AI-Ni ;0;9;15.21;23;1.23;31;3397.42
31;823;1000;Air;0.05;TWTS;AI-Ni ;0;10;14.23;24;1.25;31;3522.57
32;835;1000;Air;0.05;TWTS;AI-Ni ;0;11;13.28;23;1.27;32;3487.93
33;847;1000;Air;0.05;TWTS;AI-Ni ;0;12;12.26;23;1.28;33;3548.35
34;859;1000;Air;0.05;TWTS;AI-Ni ;0;13;11.27;23;1.3;33;3578.44
35;869;1000;Air;0.05;TWTS;AI-Ni ;0;14;10.32;23;1.32;34;3638.86
36;879;1000;Air;0.05;TWTS;AI-Ni ;0;15;9.35;23;1.36;35;3699.28
37;889;1000;Air;0.05;TWTS;AI-Ni ;0;16;8.46;22;1.43;35;3634.31
38;900;1000;Air;0.05;TWTS;AI-Ni ;0;17;7.63;21;1.61;36;3599.67
39;915;1000;Air;0.05;TWTS;AI-Ni ;0;18;6.85;19;1.87;36;3439.64
40;930;1000;Air;0.05;TWTS;AI-Ni ;0;18;6.07;17;2.35;36;3249.52
41;945;1000;Air;0.05;TWTS;AI-Ni ;0;18;5.31;14;3.11;36;2964.34
42;960;1000;Air;0.05;TWTS;AI-Ni ;0;19;4.73;12;3.85;35;2773.98
43;975;1000;Air;0.05;TWTS;AI-Ni ;0;19;4.25;9;4.65;34;2458.47
44;985;1000;Air;0.05;TWTS;AI-Ni ;0;19;3.86;7;5.59;32;2207.69
45;995;1000;Air;0.05;TWTS;AI-Ni ;0;19;3.54;5;6.49;29;1926.58
46;1000;1000;Air;0.05;TWTS;AI-Ni ;0;19;3.28;4;7.23;27;1770.86
47;1000;1000;Air;0.05;TWTS;AI-Ni ;0;18;3.06;3;7.91;25;1585.05
48;1000;1000;Air;0.05;TWTS;AI-Ni ;0;17;2.87;2;8.7;23;1399.24
49;1000;1000;Air;0.05;TWTS;AI-Ni ;0;16;2.72;2;9.26;22;1338.82
50;1000;1000;Air;0.05;TWTS;AI-Ni ;0;15;2.62;2;9.72;21;1278.4
51;1000;1000;Air;0.05;TWTS;AI-Ni ;0;15;2.53;2;10.18;20;1248.07
52;1000;1000;Air;0.05;TWTS;AI-Ni ;0;14;2.46;2;10.62;19;1187.65
53;1000;1000;Air;0.05;TWTS;AI-Ni ;0;13;2.4;1;11.26;18;1032.17
54;1000;1000;Air;0.05;TWTS;AI-Ni ;0;11;2.36;1;11.75;17;941.66
55;1000;1000;Air;0.05;TWTS;AI-Ni ;0;11;2.32;1;12.05;16;911.33
56;1000;1000;Air;0.05;TWTS;AI-Ni ;0;10;2.29;1;12.1;16;881.24
57;1000;1000;Air;0.05;TWTS;AI-Ni ;0;10;2.26;1;12.2;16;881.24
58;1000;1000;Air;0.05;TWTS;AI-Ni ;0;10;2.23;1;12.23;15;850.91
59;1000;1000;Air;0.05;TWTS;AI-Ni ;0;10;2.21;1;12.25;14;820.58
60;1000;1000;Air;0.05;TWTS;AI-Ni ;0;9;2.19;1;12.31;14;790.49
61;1000;1000;Air;0.05;TWTS;AI-Ni ;0;9;2.17;1;12.36;13;760.16
62;1000;1000;Air;0.05;TWTS;AI-Ni ;0;9;2.15;1;12.39;13;760.16
63;1000;1000;Air;0.05;TWTS;AI-Ni ;0;9;2.13;1;12.4;12;729.83
64;1000;1000;Air;0.05;TWTS;AI-Ni ;0;9;2.12;1;12.44;12;729.83
65;1000;1000;Air;0.05;TWTS;AI-Ni ;0;9;2.11;1;12.47;12;729.83
66;1000;1000;Air;0.05;TWTS;AI-Ni ;0;8;2.09;1;12.5;11;669.41
67;1000;1000;Air;0.05;TWTS;AI-Ni ;0;8;2.08;1;12.53;11;669.41
68;1000;1000;Air;0.05;TWTS;AI-Ni ;0;8;2.07;1;12.58;11;669.41
69;1000;1000;Air;0.05;TWTS;AI-Ni ;0;8;2.06;1;12.6;11;669.41
70;1000;1000;Air;0.05;TWTS;AI-Ni ;0;8;2.05;1;12.61;11;669.41
71;1000;1000;Air;0.05;TWTS;AI-Ni ;0;8;2.04;1;12.61;10;639.08
72;1000;1000;Air;0.05;TWTS;AI-Ni ;0;8;2.03;1;12.61;10;639.08
1;6;800;Air;0.1;TWTS;AI-Ni ;0;0;1.56;0;21.29;0;0
2;9;800;Air;0.1;TWTS;AI-Ni ;0;0;1.56;0;21.29;0;0
3;12;800;Air;0.1;TWTS;AI-Ni ;0;0;2.42;0;21.29;0;0
4;15;800;Air;0.1;TWTS;AI-Ni ;0;0;2.64;0;21.29;0;0
5;18;800;Air;0.1;TWTS;AI-Ni ;0;0;2.49;0;21.29;0;0
6;28;800;Air;0.1;TWTS;AI-Ni ;0;0;2.35;0;21.36;0;0
7;47;800;Air;0.1;TWTS;AI-Ni ;0;0;2.25;0;21.43;0;0
8;77;800;Air;0.1;TWTS;AI-Ni ;0;0;2.18;0;21.49;0;0
9;118;800;Air;0.1;TWTS;AI-Ni ;0;0;2.13;0;21.53;0;0
10;167;800;Air;0.1;TWTS;AI-Ni ;0;0;2.09;0;21.55;0;0
11;226;800;Air;0.1;TWTS;AI-Ni ;0;0;2.06;0;21.53;0;0
12;290;800;Air;0.1;TWTS;AI-Ni ;0;0;2.06;0;21.4;0;0
13;355;800;Air;0.1;TWTS;AI-Ni ;0;0;2.14;0;20.83;0;0
14;413;800;Air;0.1;TWTS;AI-Ni ;0;0;2.52;0;19.34;1;30.33
15;466;800;Air;0.1;TWTS;AI-Ni ;0;1;3.96;0;17.19;1;60.42
16;510;800;Air;0.1;TWTS;AI-Ni ;0;1;6.89;1;14.51;1;155.48
17;549;800;Air;0.1;TWTS;AI-Ni ;0;2;10.78;1;12.28;1;185.57
18;581;800;Air;0.1;TWTS;AI-Ni ;0;2;15.03;2;10.27;1;280.63
19;610;800;Air;0.1;TWTS;AI-Ni ;0;3;18.82;4;8.64;2;531.17
20;636;800;Air;0.1;TWTS;AI-Ni ;0;3;21.6;6;7.21;3;751.62
21;659;800;Air;0.1;TWTS;AI-Ni ;0;4;23.3;9;5.74;5;1127.55
22;682;800;Air;0.1;TWTS;AI-Ni ;0;4;23.8;12;4.26;8;1503.72
23;702;800;Air;0.1;TWTS;AI-Ni ;0;5;23.66;15;3.05;11;1909.98
24;720;800;Air;0.1;TWTS;AI-Ni ;0;5;23.35;17;2.06;15;2221.42
25;737;800;Air;0.1;TWTS;AI-Ni ;0;5;23.14;19;1.32;18;2502.53
26;754;800;Air;0.1;TWTS;AI-Ni ;0;5;22.69;20;0.97;20;2658.25
27;768;800;Air;0.1;TWTS;AI-Ni ;0;5;21.88;21;0.99;22;2813.97
28;784;800;Air;0.1;TWTS;AI-Ni ;0;6;21.02;21;1.01;24;2904.72
29;797;800;Air;0.1;TWTS;AI-Ni ;0;6;20.11;22;1.05;25;3030.11
30;800;800;Air;0.1;TWTS;AI-Ni ;0;7;19.15;22;1.08;26;3090.53
31;800;800;Air;0.1;TWTS;AI-Ni ;0;7;18.13;23;1.1;27;3215.92
32;800;800;Air;0.1;TWTS;AI-Ni ;0;8;17.16;23;1.13;28;3276.34
33;800;800;Air;0.1;TWTS;AI-Ni ;0;8;16.53;23;1.17;28;3276.34
34;800;800;Air;0.1;TWTS;AI-Ni ;0;8;15.47;22;1.91;25;3090.29
35;800;800;Air;0.1;TWTS;AI-Ni ;0;7;14.62;22;2.41;24;3029.87
36;800;800;Air;0.1;TWTS;AI-Ni ;0;8;14;22;2.42;24;3059.96
37;800;800;Air;0.1;TWTS;AI-Ni ;0;9;13.38;22;2.41;24;3090.05
38;800;800;Air;0.1;TWTS;AI-Ni ;0;9;12.72;21;3;23;2964.66
39;800;800;Air;0.1;TWTS;AI-Ni ;0;8;12.16;20;3.75;21;2778.85
40;800;800;Air;0.1;TWTS;AI-Ni ;0;7;11.69;19;4.04;20;2623.37
41;800;800;Air;0.1;TWTS;AI-Ni ;0;8;11.19;19;4.16;21;2683.79
42;800;800;Air;0.1;TWTS;AI-Ni ;0;9;10.61;18;4.51;21;2618.82
43;800;800;Air;0.1;TWTS;AI-Ni ;0;8;10.07;16;5.37;19;2337.95
44;800;800;Air;0.1;TWTS;AI-Ni ;0;7;9.56;14;6.42;18;2087.41
45;800;800;Air;0.1;TWTS;AI-Ni ;0;7;9.14;12;6.65;17;1866.96
46;800;800;Air;0.1;TWTS;AI-Ni ;0;7;8.74;11;6.7;17;1771.9
47;800;800;Air;0.1;TWTS;AI-Ni ;0;8;8.27;9;6.95;17;1611.87
48;800;800;Air;0.1;TWTS;AI-Ni ;0;7;7.87;7;7.03;16;1361.33
49;800;800;Air;0.1;TWTS;AI-Ni ;0;7;7.58;6;7.16;15;1235.94
50;800;800;Air;0.1;TWTS;AI-Ni ;0;6;7.4;5;7.23;14;1080.46
51;800;800;Air;0.1;TWTS;AI-Ni ;0;7;7.27;4;7.16;14;1015.49
52;800;800;Air;0.1;TWTS;AI-Ni ;0;7;7.05;3;6.96;13;890.1
53;800;800;Air;0.1;TWTS;AI-Ni ;0;7;6.85;2;6.92;13;795.04
54;800;800;Air;0.1;TWTS;AI-Ni ;0;6;6.75;2;6.88;12;734.62
55;800;800;Air;0.1;TWTS;AI-Ni ;0;6;6.72;2;7.09;12;734.62
56;800;800;Air;0.1;TWTS;AI-Ni ;0;6;6.63;1;8.11;11;609.23
57;800;800;Air;0.1;TWTS;AI-Ni ;0;6;6.45;1;8.45;11;609.23
58;800;800;Air;0.1;TWTS;AI-Ni ;0;5;6.28;1;8.36;10;548.81
59;800;800;Air;0.1;TWTS;AI-Ni ;0;5;6.23;1;9.31;10;548.81
1;6;900;Air;0.1;TWTS;AI-Ni ;0;0;3.02;0;21.23;0;0
2;9;900;Air;0.1;TWTS;AI-Ni ;0;0;2.73;0;21.29;0;0
3;12;900;Air;0.1;TWTS;AI-Ni ;0;0;2.53;0;21.34;0;0
4;15;900;Air;0.1;TWTS;AI-Ni ;0;0;2.39;0;21.38;0;0
5;18;900;Air;0.1;TWTS;AI-Ni ;0;0;2.29;0;21.42;0;0
6;28;900;Air;0.1;TWTS;AI-Ni ;0;0;2.22;0;21.44;0;0
7;47;900;Air;0.1;TWTS;AI-Ni ;0;0;2.18;0;21.43;0;0
8;77;900;Air;0.1;TWTS;AI-Ni ;0;0;2.16;0;21.38;0;0
9;118;900;Air;0.1;TWTS;AI-Ni ;0;0;2.19;0;21.14;0;0
10;167;900;Air;0.1;TWTS;AI-Ni ;0;0;2.33;0;20.13;1;30.33
11;226;900;Air;0.1;TWTS;AI-Ni ;0;0;2.83;0;18.02;1;30.33
12;290;900;Air;0.1;TWTS;AI-Ni ;0;1;4.45;0;15.48;1;60.42
13;355;900;Air;0.1;TWTS;AI-Ni ;0;1;7.33;1;13.13;1;155.48
14;413;900;Air;0.1;TWTS;AI-Ni ;0;2;11.19;2;10.91;1;280.63
15;466;900;Air;0.1;TWTS;AI-Ni ;0;2;14.99;3;9.18;1;375.69
16;510;900;Air;0.1;TWTS;AI-Ni ;0;3;18.14;5;7.6;2;626.23
17;549;900;Air;0.1;TWTS;AI-Ni ;0;4;20.25;8;5.87;4;1002.16
18;581;900;Air;0.1;TWTS;AI-Ni ;0;4;21.11;12;4.27;7;1473.39
19;610;900;Air;0.1;TWTS;AI-Ni ;0;4;21.14;15;3.03;10;1849.56
20;636;900;Air;0.1;TWTS;AI-Ni ;0;4;21.04;17;2.07;13;2130.67
21;659;900;Air;0.1;TWTS;AI-Ni ;0;4;21.01;19;1.41;17;2442.11
22;682;900;Air;0.1;TWTS;AI-Ni ;0;4;21;20;1.07;20;2628.16
23;702;900;Air;0.1;TWTS;AI-Ni ;0;5;20.55;21;1.08;22;2813.97
24;720;900;Air;0.1;TWTS;AI-Ni ;0;5;20.01;21;1.11;24;2874.63
25;737;900;Air;0.1;TWTS;AI-Ni ;0;5;19.34;22;1.14;26;3030.35
26;754;900;Air;0.1;TWTS;AI-Ni ;0;6;18.64;22;1.16;27;3090.77
27;768;900;Air;0.1;TWTS;AI-Ni ;0;7;17.77;23;1.18;28;3246.25
28;784;900;Air;0.1;TWTS;AI-Ni ;0;7;16.94;23;1.21;29;3276.58
29;797;900;Air;0.1;TWTS;AI-Ni ;0;8;16;24;1.22;30;3432.06
30;810;900;Air;0.1;TWTS;AI-Ni ;0;9;15.07;24;1.24;31;3492.48
31;823;900;Air;0.1;TWTS;AI-Ni ;0;10;14.1;24;1.26;32;3552.9
32;835;900;Air;0.1;TWTS;AI-Ni ;0;11;13.15;24;1.27;32;3582.99
33;847;900;Air;0.1;TWTS;AI-Ni ;0;12;12.25;24;1.29;33;3643.41
34;859;900;Air;0.1;TWTS;AI-Ni ;0;13;11.38;24;1.31;34;3703.83
35;869;900;Air;0.1;TWTS;AI-Ni ;0;13;11.2;24;1.3;32;3643.17
36;879;900;Air;0.1;TWTS;AI-Ni ;0;12;10.94;24;1.48;31;3582.75
37;889;900;Air;0.1;TWTS;AI-Ni ;0;12;10.26;23;1.72;31;3487.69
38;900;900;Air;0.1;TWTS;AI-Ni ;0;13;9.53;22;1.9;31;3422.72
39;900;900;Air;0.1;TWTS;AI-Ni ;0;14;8.96;20;2.38;30;3232.36
40;900;900;Air;0.1;TWTS;AI-Ni ;0;12;8.64;18;3.37;27;2891.07
41;900;900;Air;0.1;TWTS;AI-Ni ;0;12;8.26;15;4.06;26;2575.56
42;900;900;Air;0.1;TWTS;AI-Ni ;0;13;7.73;13;4.5;25;2385.2
43;900;900;Air;0.1;TWTS;AI-Ni ;0;14;7.17;10;5.23;24;2099.78
44;900;900;Air;0.1;TWTS;AI-Ni ;0;13;6.79;7;6.38;22;1723.85
45;900;900;Air;0.1;TWTS;AI-Ni ;0;12;6.58;5;6.65;22;1503.64
46;900;900;Air;0.1;TWTS;AI-Ni ;0;13;6.35;4;7.03;22;1438.67
47;900;900;Air;0.1;TWTS;AI-Ni ;0;13;6.05;3;7.16;21;1313.28
48;900;900;Air;0.1;TWTS;AI-Ni ;0;13;5.74;2;7.23;22;1248.55
49;900;900;Air;0.1;TWTS;AI-Ni ;0;12;5.56;2;7.16;22;1218.46
50;900;900;Air;0.1;TWTS;AI-Ni ;0;11;5.44;2;6.96;20;1127.71
51;900;900;Air;0.1;TWTS;AI-Ni ;0;12;5.27;1;6.92;20;1062.74
52;900;900;Air;0.1;TWTS;AI-Ni ;0;11;5.05;1;6.88;19;1002.32
53;900;900;Air;0.1;TWTS;AI-Ni ;0;10;4.91;1;7.09;19;972.23
54;900;900;Air;0.1;TWTS;AI-Ni ;0;10;4.85;1;8.11;18;941.9
55;900;900;Air;0.1;TWTS;AI-Ni ;0;10;4.76;1;8.45;18;941.9
56;900;900;Air;0.1;TWTS;AI-Ni ;0;10;4.6;1;8.36;17;911.57
57;900;900;Air;0.1;TWTS;AI-Ni ;0;9;4.47;1;9.31;17;881.48
58;900;900;Air;0.1;TWTS;AI-Ni ;0;8;4.41;1;9.31;16;821.06
59;900;900;Air;0.1;TWTS;AI-Ni ;0;8;4.37;1;9.31;15;790.73
60;900;900;Air;0.1;TWTS;AI-Ni ;0;8;4.28;1;9.31;14;760.4
1;6;1000;Air;0.1;TWTS;AI-Ni ;0;0;2.7;0;21.01;0;0
2;9;1000;Air;0.1;TWTS;AI-Ni ;0;0;2.56;0;21.32;0;0
3;12;1000;Air;0.1;TWTS;AI-Ni ;0;0;2.38;0;21.36;0;0
4;15;1000;Air;0.1;TWTS;AI-Ni ;0;0;2.25;0;21.4;0;0
5;18;1000;Air;0.1;TWTS;AI-Ni ;0;0;2.15;0;21.43;0;0
6;28;1000;Air;0.1;TWTS;AI-Ni ;0;0;2.09;0;21.45;0;0
7;47;1000;Air;0.1;TWTS;AI-Ni ;0;0;2.04;0;21.44;0;0
8;77;1000;Air;0.1;TWTS;AI-Ni ;0;0;2.02;0;21.4;0;0
9;118;1000;Air;0.1;TWTS;AI-Ni ;0;0;2.01;0;21.15;0;0
10;167;1000;Air;0.1;TWTS;AI-Ni ;0;0;2.05;0;20.31;1;30.33
11;226;1000;Air;0.1;TWTS;AI-Ni ;0;0;2.23;0;18.53;1;30.33
12;290;1000;Air;0.1;TWTS;AI-Ni ;0;1;3.05;0;16.27;1;60.42
13;355;1000;Air;0.1;TWTS;AI-Ni ;0;1;5.71;1;14.37;1;155.48
14;413;1000;Air;0.1;TWTS;AI-Ni ;0;2;9.46;1;12.6;1;185.57
15;466;1000;Air;0.1;TWTS;AI-Ni ;0;2;13.5;3;11.02;1;375.69
16;510;1000;Air;0.1;TWTS;AI-Ni ;0;3;16.93;5;9.32;2;626.23
17;549;1000;Air;0.1;TWTS;AI-Ni ;0;3;19.52;8;7.42;4;972.07
18;581;1000;Air;0.1;TWTS;AI-Ni ;0;4;21.08;11;5.34;7;1378.33
19;610;1000;Air;0.1;TWTS;AI-Ni ;0;4;21.77;15;3.46;10;1849.56
20;636;1000;Air;0.1;TWTS;AI-Ni ;0;4;22.23;17;1.86;14;2161
21;659;1000;Air;0.1;TWTS;AI-Ni ;0;5;22.02;19;1.02;17;2472.2
22;682;1000;Air;0.1;TWTS;AI-Ni ;0;5;21.24;20;1.03;20;2658.25
23;702;1000;Air;0.1;TWTS;AI-Ni ;0;5;20.53;20;1.07;22;2718.91
24;720;1000;Air;0.1;TWTS;AI-Ni ;0;5;19.84;21;1.1;24;2874.63
25;737;1000;Air;0.1;TWTS;AI-Ni ;0;6;19.1;22;1.13;25;3030.11
26;754;1000;Air;0.1;TWTS;AI-Ni ;0;6;18.28;22;1.16;26;3060.44
27;768;1000;Air;0.1;TWTS;AI-Ni ;0;7;17.45;22;1.18;27;3120.86
28;784;1000;Air;0.1;TWTS;AI-Ni ;0;8;16.56;23;1.2;28;3276.34
29;797;1000;Air;0.1;TWTS;AI-Ni ;0;9;15.66;23;1.22;29;3336.76
30;810;1000;Air;0.1;TWTS;AI-Ni ;0;10;14.78;23;1.24;29;3366.85
31;823;1000;Air;0.1;TWTS;AI-Ni ;0;11;13.84;24;1.26;30;3522.33
32;835;1000;Air;0.1;TWTS;AI-Ni ;0;12;12.93;24;1.27;31;3582.75
33;847;1000;Air;0.1;TWTS;AI-Ni ;0;13;11.94;23;1.29;32;3548.11
34;859;1000;Air;0.1;TWTS;AI-Ni ;0;14;10.99;23;1.3;32;3578.2
35;869;1000;Air;0.1;TWTS;AI-Ni ;0;15;10.08;22;1.32;33;3543.56
36;879;1000;Air;0.1;TWTS;AI-Ni ;0;16;9.22;21;1.33;34;3508.92
37;889;1000;Air;0.1;TWTS;AI-Ni ;0;17;8.38;20;1.44;35;3474.28
38;900;1000;Air;0.1;TWTS;AI-Ni ;0;17;7.2;17;2.58;33;3128.44
39;915;1000;Air;0.1;TWTS;AI-Ni ;0;17;6.26;14;3.99;31;2782.6
40;930;1000;Air;0.1;TWTS;AI-Ni ;0;17;5.48;11;5.59;29;2436.76
41;945;1000;Air;0.1;TWTS;AI-Ni ;0;16;4.79;8;6.65;28;2091.16
42;960;1000;Air;0.1;TWTS;AI-Ni ;0;16;4.26;5;7.03;27;1775.65
43;975;1000;Air;0.1;TWTS;AI-Ni ;0;15;3.85;3;7.16;26;1525.11
44;985;1000;Air;0.1;TWTS;AI-Ni ;0;14;3.53;2;7.23;25;1369.63
45;995;1000;Air;0.1;TWTS;AI-Ni ;0;13;3.27;2;7.16;24;1309.21
46;1000;1000;Air;0.1;TWTS;AI-Ni ;0;12;3.05;1;6.96;23;1153.73
47;1000;1000;Air;0.1;TWTS;AI-Ni ;0;10;2.88;1;6.92;22;1063.22
48;1000;1000;Air;0.1;TWTS;AI-Ni ;0;9;2.75;1;6.88;21;1002.8
49;1000;1000;Air;0.1;TWTS;AI-Ni ;0;8;2.64;1;7.09;20;942.38
50;1000;1000;Air;0.1;TWTS;AI-Ni ;0;7;2.55;1;8.11;18;851.63
51;1000;1000;Air;0.1;TWTS;AI-Ni ;0;6;2.48;1;8.45;16;760.88
1;15;700;Air;0.05;TWTS;None ;10;0;1.47;0;21.19;0;0
2;16;700;Air;0.05;TWTS;None ;10;0;4.12;0;21.19;0;0
3;18;700;Air;0.05;TWTS;None ;10;0;6.04;0;21.19;0;0
4;21;700;Air;0.05;TWTS;None ;10;0;3.92;0;21.19;0;0
5;30;700;Air;0.05;TWTS;None ;10;0;3.17;0;21.19;0;0
6;40;700;Air;0.05;TWTS;None ;10;0;2.84;0;21.19;0;0
7;75;700;Air;0.05;TWTS;None ;10;0;2.67;0;21.19;0;0
8;100;700;Air;0.05;TWTS;None ;10;0;2.56;0;21.19;0;0
9;150;700;Air;0.05;TWTS;None ;10;0;2.51;0;21.19;0;0
10;200;700;Air;0.05;TWTS;None ;10;0;2.58;0;20.82;1;30.33
11;250;700;Air;0.05;TWTS;None ;10;0;2.85;0;20.63;1;30.33
12;350;700;Air;0.05;TWTS;None ;10;0;3.64;0;19.79;1;30.33
13;400;700;Air;0.05;TWTS;None ;10;0;5.37;0;17.54;1;30.33
14;450;700;Air;0.05;TWTS;None ;10;1;8.24;0;13.85;1;60.42
15;490;700;Air;0.05;TWTS;None ;10;2;12.4;1;9.95;1;185.57
16;520;700;Air;0.05;TWTS;None ;10;3;19.2;2;7.02;1;310.72
17;550;700;Air;0.05;TWTS;None ;10;4;28.8;3;5.52;1;435.87
18;575;700;Air;0.05;TWTS;None ;10;5;37.4;8;4.35;3;1001.92
19;600;700;Air;0.05;TWTS;None ;10;6;35.6;12;3.31;7;1533.57
20;630;700;Air;0.05;TWTS;None ;10;6;30.69;16;2.46;10;2004.8
21;660;700;Air;0.05;TWTS;None ;10;5;26.35;18;1.83;13;2255.82
22;677;700;Air;0.05;TWTS;None ;10;5;23.63;19;1.46;16;2441.87
23;700;700;Air;0.05;TWTS;None ;10;5;22.17;19;1.25;18;2502.53
24;700;700;Air;0.05;TWTS;None ;10;5;21.21;19;1.14;20;2563.19
25;700;700;Air;0.05;TWTS;None ;10;5;20.51;20;1.17;22;2718.91
26;700;700;Air;0.05;TWTS;None ;10;5;20.09;19;1.34;23;2654.18
27;700;700;Air;0.05;TWTS;None ;10;5;19.6;17;1.6;23;2464.06
28;700;700;Air;0.05;TWTS;None ;10;4;19.15;16;1.9;22;2308.58
29;700;700;Air;0.05;TWTS;None ;10;4;18.64;15;2.18;21;2183.19
30;700;700;Air;0.05;TWTS;None ;10;4;17.88;15;2.32;21;2183.19
31;700;700;Air;0.05;TWTS;None ;10;4;17.12;15;2.42;22;2213.52
32;700;700;Air;0.05;TWTS;None ;10;5;16.74;16;2.56;23;2369
33;700;700;Air;0.05;TWTS;None ;10;5;16.27;15;2.94;23;2273.94
34;700;700;Air;0.05;TWTS;None ;10;5;15.7;14;3.4;23;2178.88
35;700;700;Air;0.05;TWTS;None ;10;5;15.14;14;3.7;22;2148.55
36;700;700;Air;0.05;TWTS;None ;10;4;14.49;13;3.89;22;2023.4
37;700;700;Air;0.05;TWTS;None ;10;5;13.87;13;4.05;22;2053.49
38;700;700;Air;0.05;TWTS;None ;10;6;13.47;13;4.34;22;2083.58
39;700;700;Air;0.05;TWTS;None ;10;5;12.98;12;4.93;22;1958.43
40;700;700;Air;0.05;TWTS;None ;10;5;12.62;11;5.33;21;1833.04
41;700;700;Air;0.05;TWTS;None ;10;5;12.13;10;5.9;20;1707.65
42;700;700;Air;0.05;TWTS;None ;10;4;11.55;9;6.49;19;1552.17
43;700;700;Air;0.05;TWTS;None ;10;4;11.19;9;6.7;18;1521.84
44;700;700;Air;0.05;TWTS;None ;10;5;10.94;8;6.65;17;1426.54
45;700;700;Air;0.05;TWTS;None ;10;5;10.47;7;7.03;16;1301.15
46;700;700;Air;0.05;TWTS;None ;10;5;10.17;6;7.16;15;1175.76
47;700;700;Air;0.05;TWTS;None ;10;5;10.14;6;7.23;14;1145.43
48;700;700;Air;0.05;TWTS;None ;10;4;9.98;5;7.16;13;989.95
49;700;700;Air;0.05;TWTS;None ;10;4;9.74;5;6.96;12;959.62
50;700;700;Air;0.05;TWTS;None ;10;4;9.6;4;6.92;11;834.23
51;700;700;Air;0.05;TWTS;None ;10;4;9.17;4;6.88;10;803.9
52;700;700;Air;0.05;TWTS;None ;10;4;8.62;3;7.09;9;678.51
53;700;700;Air;0.05;TWTS;None ;10;4;8.48;3;8.11;9;678.51
54;700;700;Air;0.05;TWTS;None ;10;4;8.6;3;8.45;9;678.51
55;700;700;Air;0.05;TWTS;None ;10;4;8.54;3;8.36;8;648.18
56;700;700;Air;0.05;TWTS;None ;10;3;8.34;3;8.3;7;587.76
57;700;700;Air;0.05;TWTS;None ;10;3;8.22;2;8.27;7;492.7
58;700;700;Air;0.05;TWTS;None ;10;2;7.96;2;8.61;6;432.28
59;700;700;Air;0.05;TWTS;None ;10;2;7.75;2;8.87;5;401.95
0;14;700;Air;0.05;TWTS;None ;20;0;0;0;21;0;0
1;15;700;Air;0.05;TWTS;None ;20;0;0;0;21;0;0
2;20;700;Air;0.05;TWTS;None ;20;0;0;0;21;0;0
3;30;700;Air;0.05;TWTS;None ;20;0;0;0;21;0;0
4;40;700;Air;0.05;TWTS;None ;20;0;0;0;21;0;0
5;50;700;Air;0.05;TWTS;None ;20;0;0;0;21;0;0
6;60;700;Air;0.05;TWTS;None ;20;0;0;0;21;0;0
7;65;700;Air;0.05;TWTS;None ;20;0;0;0;21;0;0
8;70;700;Air;0.05;TWTS;None ;20;0;0;0;21;0;0
9;75;700;Air;0.05;TWTS;None ;20;0;0;0;21;0;0
10;80;700;Air;0.05;TWTS;None ;20;0;0;0;21;0;0
11;85;700;Air;0.05;TWTS;None ;20;0;0;0;21;0;0
12;90;700;Air;0.05;TWTS;None ;20;0;0;0;21;0;0
13;100;700;Air;0.05;TWTS;None ;20;0;1.12;0;21;0;0
14;110;700;Air;0.05;TWTS;None ;20;0;1.12;0;21;0;0
